"","id","chr10p::chr10:0-40649191","chr10q::chr10:40649191-134758134","chr11p::chr11:0-52743313","chr11q::chr11:52743313-135127769","chr12p::chr12:0-35911664","chr12q::chr12:35911664-133324548","chr13p::chr13:0-16522942","chr13q::chr13:16522942-113566686","chr14p::chr14:0-11400261","chr14q::chr14:11400261-101161492","chr15p::chr15:0-17186630","chr15q::chr15:17186630-99753195","chr16p::chr16:0-36838903","chr16q::chr16:36838903-96330374","chr17p::chr17:0-25689679","chr17q::chr17:25689679-84276897","chr18p::chr18:0-18449624","chr18q::chr18:18449624-80542538","chr19p::chr19:0-27792923","chr19q::chr19:27792923-61707364","chr1p::chr1:0-124048267","chr1q::chr1:124048267-248387328","chr20p::chr20:0-28012753","chr20q::chr20:28012753-66210255","chr21p::chr21:0-11134529","chr21q::chr21:11134529-45090682","chr22p::chr22:0-14249622","chr22q::chr22:14249622-51324926","chr2p::chr2:0-93503283","chr2q::chr2:93503283-242696752","chr3p::chr3:0-94076514","chr3q::chr3:94076514-201105948","chr4p::chr4:0-52452474","chr4q::chr4:52452474-193574945","chr5p::chr5:0-48317879","chr5q::chr5:48317879-182045439","chr6p::chr6:0-59672548","chr6q::chr6:59672548-172126628","chr7p::chr7:0-62064435","chr7q::chr7:62064435-160567428","chr8p::chr8:0-45270456","chr8q::chr8:45270456-146259331","chr9p::chr9:0-46267185","chr9q::chr9:46267185-150617247","chrXp::chrX:0-59373565","chrXq::chrX:59373565-154259566","chrYp::chrY:0-10724418","chrYq::chrY:10724418-62460029"
"421","DO31869_normal",351774.915041643,721877.013201417,389983.183231802,538340.959542809,280384.118882024,639274.765978828,492346.091805531,645277.051561765,514655.98838726,633756.679451987,518957.278775121,500770.938397447,267440.643559432,679461.797213515,280347.896100739,426241.929929528,243209.963058159,510276.226202716,352354.185761224,338305.807613891,861953.140046577,1066305.68735403,266499.071374867,301216.60745711,519971.75581365,285080.269115627,565520.480303934,415964.757834806,681048.207895047,997655.132888765,802915.794450931,837741.117534083,411848.295407022,943803.224372891,463436.85399993,946967.000591923,403370.578169,757822.287315996,574499.788432178,674973.562814954,331522.158960189,643224.320258874,399139.566812412,646386.976799967,369828.930672232,471587.146954601,24865.1505984621,32773.9497931943
"422","DO31869_tumor",478429.643687514,694765.336594716,435726.731561168,547823.620695007,361503.131110766,713153.287721479,332458.280197721,404654.051152785,367702.132799279,645446.202731662,337396.095657634,329864.179619266,252182.08814207,570522.22284485,211549.319961159,298697.076410383,266295.046072114,376191.699103408,387874.23361374,387141.361929064,977930.869909566,1071686.46088586,305183.663007214,337175.020383637,349096.781404081,236069.114827526,385537.304809295,310206.256736487,736820.578256329,1222538.29203413,499080.78399271,902702.575767951,272980.739669533,634586.696513512,514154.012176081,723505.229655293,570432.262251617,819792.280499141,523422.01614586,754331.265409136,232415.680793184,942863.370929889,424426.812194259,617180.767983323,402709.874154995,501688.895922948,20268.0896327337,25341.095193156
"423","DO3188_normal",281735.236143925,598473.099517335,317116.411601143,467224.673403141,241076.767754209,566706.32148362,270414.293836533,601672.120384271,295916.287402683,551826.852934369,271725.358239339,459271.231911395,199608.264973909,405462.313316972,172066.627855004,352714.396774886,145908.832107303,409635.431097586,222739.69049846,226629.997194342,734259.110917795,774255.775880075,194301.687024332,229289.471513956,296150.249636503,246318.196504903,313022.444028548,282114.752314542,575392.137030801,928050.61707379,652550.270196749,710136.113314644,338814.317509379,874927.380678181,363736.555042022,818175.461160848,379359.253790435,707067.800797753,430242.173094028,590945.048046194,288674.133994905,590523.258393534,308342.230460302,493371.820830147,297347.093932029,383117.3622634,22018.7533524809,22157.8941931858
"424","DO3188_tumor",345470.026635586,626634.451657509,342080.297317425,450606.493855041,274920.259654147,705852.572296214,311475.661533586,468788.365542097,389961.139947038,544180.090617629,338642.596780853,463895.865416535,255167.437263804,603954.370413237,183072.977713928,661661.664043859,213847.568351548,471723.329761192,323616.827575031,309264.058438895,594747.630966144,1335188.63427477,298174.901995327,353734.788580629,338809.969031559,219096.077451961,411062.161904297,378357.412957111,624387.206164475,869519.084697787,659620.379524952,730041.855801789,302857.58934843,853561.408432355,452074.672165052,906535.008151762,408325.941990338,640278.629612188,535342.276108267,516388.820951049,254110.101526053,761346.581575816,324248.858517,470390.69950033,274196.819536633,361208.961549198,18975.7217820433,27938.4267553014
"425","DO32237_normal",316573.939917592,627935.016912563,357330.320341023,483437.388296251,253250.83300585,583735.070262744,286149.811430445,633029.687051569,357814.460021201,570038.684276612,339203.88180992,449007.174435805,223379.943734569,570063.541191893,219780.287171481,341924.660123006,202942.929611236,463925.952166448,312852.728381411,310983.557492642,790403.895188577,924727.037898455,238821.101999506,252172.837756591,327265.283532977,267137.293730141,348116.962090229,325387.621345256,614421.939273272,950203.269441302,647148.777437745,691369.277736413,341179.089504853,920348.499713932,433097.451074222,906674.974455612,366445.625335175,742273.624661734,510522.452111358,623297.530120605,295165.332258556,614468.578999138,348593.708794686,542489.102956048,318411.856008211,422092.384331502,22508.4973517332,29654.1414833603
"426","DO32237_tumor",331757.7337595,742113.502989812,431875.328115104,568665.265074362,337268.146105757,695715.556304432,419184.832054287,455334.853641925,505079.759992201,507447.114779162,517489.682681726,502403.977733798,293980.985430996,710749.112506322,244701.283702616,385558.095638363,274004.723087351,473597.996025533,437928.404329825,425416.254827218,777834.22955843,1418917.84392242,311300.372433711,338954.689379736,462637.594869,312130.081288398,514700.587056188,436099.315117407,740737.289437838,1096072.87531413,849231.089451076,864949.86999095,410633.319476319,909866.871681369,557561.48772628,943044.324255792,433885.173403111,796670.929548528,660676.374407867,751246.301067178,251902.195739818,637097.122023302,310402.254553707,516644.543140366,214397.878753899,285233.37525876,16251.9153219292,38947.2691494372
"427","DO32391_normal",356990.134391461,697345.793917867,377002.35658275,504277.7500861,288111.098270825,633671.117863819,356165.902037844,637721.56516376,479140.21851073,638224.462955953,466859.018388352,469372.653248743,253827.89025316,624899.135118964,236166.761197972,363694.975699754,269655.526781829,528320.009103339,380137.62969454,368199.107010743,861318.194494988,1065920.22452461,299735.169793327,312497.680285724,416246.124127123,274148.254826171,483707.407501058,407114.078359042,653013.398741938,980381.053177326,719030.698000987,752561.671091024,383736.738447215,952807.791796927,483089.354303699,957356.642320303,378904.467477266,762264.200629743,561220.455995504,676508.080508219,322517.423260238,636600.618992828,388537.944972095,600566.038592745,365929.316057822,471556.196908659,24144.6679651485,34576.9559737415
"428","DO32391_tumor",386533.261079163,647640.500194383,344423.930454348,517487.242973774,326805.126449971,589242.122190927,338174.315200369,477771.639885086,432755.484086041,517407.370666471,448794.849275776,464966.448808689,243625.597857574,613557.888650789,183630.590819354,325615.520496044,184384.716343987,466247.299071591,379693.208281394,387014.732649816,854333.175196133,1176069.30476521,301133.564536668,319045.902583867,383983.488448069,297080.372750654,417785.654527626,344155.990010085,697720.792027213,1112055.44584736,837908.709313847,800793.190393155,413150.308261445,694499.720647342,721501.71796781,966864.679090969,413402.024221059,620188.151662463,481169.996106413,908009.787441436,249100.748593038,718501.364433349,425087.20985413,582886.285685686,385095.713962442,628711.422199779,25577.4474204822,35567.4668306651
"429","DO32420_normal",334404.964609064,666298.782979386,387106.476889662,518775.906305414,275012.269333351,618374.780081012,309108.409323992,661745.975433571,361429.637261378,591825.882919264,351696.230732716,473958.755452515,228014.354004327,571813.103244662,240496.098275664,373489.448300158,204662.89586253,474429.293891239,328789.04285553,319252.943321901,819817.367041325,977935.015412442,249284.218776015,270357.515470812,347461.104336719,284771.069771592,348690.651930015,340664.40236786,637932.793439257,979083.796570383,664521.870189426,702887.279227659,370095.874067903,952424.283606791,457707.562947156,936466.778140394,366026.838423823,747465.422984033,533510.60955006,667575.86520108,312113.947888576,637688.056678796,389673.424860758,579055.091185742,334698.93819219,437999.248030077,23222.2120919715,27912.8132390446
"430","DO32420_tumor",388004.911214726,613169.363332091,369849.741220545,532052.243497211,289154.045789804,646617.144323677,274482.390494074,693968.915785875,363108.516993583,674474.639505693,350603.474459946,470161.035739508,212205.079373294,639698.439545546,198645.360759507,382862.931667887,228754.679960014,494276.334167957,365512.36776523,364103.057712729,855143.798010387,1341006.62844857,271143.294366455,288578.038005606,322708.626046253,294518.664608111,340388.996747488,338717.61251398,913469.554969273,967447.523656612,659918.222014605,758186.184860605,350461.055945152,715421.39988867,533248.790518972,732268.203532693,371075.332115202,519026.561697307,482511.777034668,882881.424152602,315562.506798592,720250.855254844,504461.320694215,605838.212550484,344726.997469736,368772.511166561,23803.3693801381,30516.5189130302
"431","DO32596_normal",366216.535430495,727808.850354798,380478.341123612,531945.937530905,289340.465716494,644865.374721733,307301.360643772,639266.530740292,401407.346712772,617469.230063568,360413.446593697,507183.407747107,286028.715992543,658883.408397627,270986.693752434,428800.231158882,199932.81134426,461562.805708381,396188.078425187,387903.668331971,903466.886314845,1054746.14863259,261693.198793662,304249.262371875,360884.138142654,290900.855842277,390229.864545198,402027.526414389,667179.998184755,982514.289483927,673222.646364989,690530.483757489,377961.817275464,901215.068053091,481633.785609399,955658.91929669,415516.229482868,760730.971196072,581527.110880132,696151.378481259,323600.751427496,629183.775323931,375378.823414695,615679.797060912,386372.6013161,481099.489489553,25179.511084725,31354.1557801775
"432","DO32596_tumor",461554.651596954,667126.236436989,335313.710409148,620028.828185587,344733.339706097,618721.097680094,275422.541581967,521941.975564759,374890.897092809,589920.140545493,320881.606239701,502811.235128188,315423.905655071,668309.018509667,235634.146446576,434180.329860426,223942.664193377,290803.809491548,409752.433995043,333580.793812116,997628.397192602,1215550.66384363,345921.646604392,380811.801702226,318158.206516051,214467.988272273,365863.321736365,370220.781999428,733551.02783169,1123806.09639048,538289.628323029,799164.040603443,409594.610329407,806139.072509393,523833.529401768,732206.244191301,491602.066411397,918161.896923948,650197.920332816,819776.793695384,187753.734412052,765585.071398458,348922.593880813,506333.505773694,355383.17904503,355016.839690703,18708.8406216643,29895.5756086942
"433","DO32646_normal",298972.286953021,605545.95765275,370862.21558856,505630.98835585,240425.058122434,513832.116178647,221323.970878456,414759.620445968,377038.405919118,514786.677617455,333074.980423321,426248.05761103,273486.950259346,498861.444013269,266216.912179068,428584.73523303,252376.392895316,423715.84607889,398438.081219255,388540.139884872,774157.962002365,930214.720634494,281365.827492995,325776.163134719,301621.561725138,224797.768260488,369956.761962959,411978.244255295,521559.653458611,713542.067138446,477815.578701045,437238.332215777,246926.475376793,512219.477238263,385518.836949674,724150.532339801,333079.950321277,513523.500004272,456149.854621224,543314.245218717,280786.561692808,454088.094641089,274459.875443764,566791.816948472,319254.432310922,364667.083331193,20439.751674948,32761.9022073111
"434","DO32646_tumor",352009.629302535,636582.409918741,360948.612398539,401485.030960674,319665.434376277,476859.753506988,164819.911136956,479438.641848462,250893.324425325,414761.888216897,198449.550019942,327729.268854948,258565.641596833,437926.261559645,186934.892783356,341269.398065403,193019.181462846,427755.970853413,466900.218135651,339103.188005365,705812.015279197,1074934.23813018,271241.818580274,411104.051139662,209015.315807549,230684.624158727,245587.326222093,294685.667462241,548635.903172528,824794.575068647,576266.712397829,666367.929071074,207905.832864794,486277.023304563,579948.875546331,865874.278461179,425976.992733177,477429.709470542,416005.322385577,524213.934096802,199024.088780185,609019.441236498,252731.173910835,405961.688170421,164038.873648325,197844.212593139,10427.0248271345,19898.638610551
"435","DO3352_normal",350536.559596562,673422.957914035,418600.06402964,536487.477976153,296229.318663286,644485.015214827,535956.120084483,686319.300027999,532752.084597605,634334.919202299,513388.093585819,452504.35269876,237694.245318097,611090.845403412,256429.106616094,368727.154107456,253705.303212791,525323.114238366,335632.721989656,321645.7232036,815917.954356316,1008983.54405701,274286.705018698,281911.301874774,554753.474107059,294248.943588206,599966.684739235,380426.655886807,650142.66487074,994862.367786079,858163.094858268,909711.23372828,441856.55190982,1044596.80569693,482380.782912863,968196.42520511,382175.507425199,797225.910591764,561060.924049828,673145.158898566,317340.608877938,647347.462088316,391171.429890856,594191.360225421,358640.798211434,471484.683237115,24401.8951616359,30522.4250349931
"436","DO3352_tumor",369654.857196734,719260.1423925,445904.656328431,504524.173204965,312776.973121227,686225.265372516,508734.616081597,724575.442492912,528516.375548745,679210.203586717,497469.281617004,487347.345422839,383601.299010459,431761.415903675,253446.480467991,401055.756176273,264576.428411037,552778.050085427,356144.81097963,341269.433117001,880848.235361267,1477784.38912641,287665.670050348,300625.511733116,534451.807600722,311756.098678505,583456.09227941,387945.527879113,672946.226229386,1055095.16967278,868701.557419714,920613.445877212,451986.675920935,1090517.60469764,507965.208882491,1026942.08509777,410196.84594827,841611.208996094,566259.218234523,716468.670402192,225547.218239871,657056.00379472,400266.520418673,631459.208111274,383510.328863093,330534.589527724,20360.6976052406,31025.5378495651
"437","DO3412_normal",347091.764843262,702765.160721707,386419.685014748,524109.314189504,299409.851522088,657439.321577009,398524.356578922,668313.318647715,453921.496572442,634997.634536163,425421.301989038,496975.891275784,254981.587499739,572573.444368866,251610.741136463,406694.967832914,261959.315499425,533960.580921454,360002.347035904,347243.706448459,862672.575549905,1054661.24153631,279423.703578014,298408.362221631,446543.648824332,291195.308713745,459555.720414461,383932.932233158,662598.788547259,1011253.07942647,750447.89561326,789165.507786577,406421.554601466,989049.858428949,475825.536177893,969715.901601895,415425.257186568,799691.679111644,545106.21431562,680785.771233191,335674.221601597,660330.391802581,386482.233174196,620744.994668817,367922.124767315,475570.998101635,25296.3306526607,30327.8352911871
"438","DO3412_tumor",347630.326474864,705674.087362178,387122.09039259,526685.806583787,300839.333081232,660266.854041998,374469.775779511,655536.318900537,423832.651303083,621759.135527795,406102.126737886,498301.165437343,334429.626229029,415608.936472943,195131.632640988,448389.133796858,263312.089639597,529800.554047037,371399.220183903,358260.721647322,878296.139643169,1315622.63003945,287005.96910737,302219.096380897,423751.867151969,289538.205887812,423935.347037203,282285.559727641,648027.615773743,1001756.05849917,734865.992006279,767587.033469317,396689.473053844,962971.81135655,476376.367515549,966511.582180086,417105.937868899,788572.024168484,529234.334803628,679764.652131804,334682.361873627,652813.014680109,379377.50483437,816322.05763312,367118.960554825,472157.684667513,25019.470694009,29814.5436574993
"439","DO3458_normal",338172.550769957,662657.421178542,393870.743669907,525261.918803759,300330.048504665,649414.045049394,315755.877696071,661688.345684028,398303.291518612,618639.603749688,380004.511856953,461451.29518714,239769.593917453,568205.273629364,243524.240546305,381306.619674032,219215.696503597,487289.921837806,345699.663218959,336961.704953195,837984.691850965,965843.02747364,243940.316592244,267405.188327068,367086.606283862,283854.170085992,409365.17952366,358943.924095057,632888.414595593,982486.33455904,699178.590005047,733545.198209974,370183.720259582,965454.515172551,473054.629819541,959968.505123535,416393.186302901,804201.896786425,533154.451129738,669409.835451608,314587.751762389,643220.29383909,370741.636046036,567082.757105899,370974.504263022,480189.391364156,23825.3602931473,31198.8149325722
"440","DO3458_tumor",359715.993766243,688259.647400934,437244.513685919,490355.550499222,292643.080563142,732471.337654731,219768.932064185,509066.715551345,306134.559510375,692403.795403574,274689.026895284,600866.533462808,284590.207880003,442698.133882229,233199.774725826,558843.239373192,171919.117108697,382942.487983157,359923.631989201,330526.110542214,760903.815432241,1066426.52814997,242195.093691499,325299.678843801,272285.586896216,230105.755468182,300788.499610958,293666.483157405,599893.159290743,892517.412301803,517692.37447837,735191.789737738,338287.362119776,908562.517598599,499553.869180118,1049578.13991102,490226.731231091,686586.852102094,432724.96926844,562541.19006761,312239.267593672,651974.552254649,298067.327507871,540221.817364325,423450.68792859,523910.683027005,29451.455383506,26924.4335596628
"441","DO3482_normal",381934.530438074,753343.563640721,393537.222702369,550990.784995243,307019.669088584,676407.629001283,330840.812891211,658567.062249164,444957.721719812,662112.446093022,419627.581449465,530719.0916805,289905.638945435,589455.463148784,284317.573655106,465713.196117947,303873.880220558,576512.058595516,391474.53154292,385107.172521234,927322.605345369,1140124.20260604,299118.370667272,320432.317056222,402964.444970645,302343.878062097,442484.216780706,406091.025999163,691247.390063609,1033581.02688625,705634.716294737,719884.785334876,363362.570226959,909016.11934747,493214.281526876,999195.200116084,436042.488237391,785992.225938533,558599.59264361,703294.584339415,360315.623931584,666438.308446897,371363.446271604,608053.143769653,390164.926853325,478124.652024303,25383.5147080258,33817.4406109332
"442","DO3482_tumor",526073.440992613,637477.370758926,378422.600409685,490607.605032172,306091.552019222,496361.572172293,324694.117569557,687279.573679082,384257.998937011,453909.676197874,341745.558365722,353131.648716164,213825.894903426,450712.62759944,239090.218000854,391267.674885767,326587.697724316,494191.713068431,344898.379902266,328408.684993032,777344.134571302,1486355.74799742,297044.735849809,281043.286059169,378214.981237167,300605.718804608,382261.608966029,292117.35941222,731075.33571783,969991.186913258,712446.887668443,706623.882205659,300229.524895802,755840.06673871,632003.848930862,817747.819030333,381307.827566689,743077.526302724,637663.231385618,700574.259583584,322060.23479853,833478.412819313,406407.62527135,465875.18158392,282487.606629166,380799.865066701,17870.1652797833,27846.5351141871
"443","DO3500_normal",332937.178953766,689288.638602055,380902.095623085,529189.637477108,286962.4117374,651263.83335841,271074.594705634,692727.205479456,320783.005620322,608624.20066743,303528.522031406,502464.296126055,248020.905506462,558230.488496558,231048.905494174,396962.619429772,214454.666562402,498379.666717187,313712.065591585,305739.397114344,847953.311793828,992326.631264168,243409.781421444,269717.540981558,317690.916581499,304080.244478863,302447.419144774,335864.770438161,655972.973703571,1024981.60746451,672914.724555787,712294.365332321,364900.139917519,965668.418641323,440520.57723078,945809.268102804,401193.813580975,783861.782712852,525747.329982248,670472.103369626,330972.486844336,665761.778915144,365497.679139185,569968.31650696,347627.556371828,452971.953948825,25015.2941664412,28001.6994345041
"444","DO3500_tumor",348590.589376138,730397.822510588,374074.008501975,535839.125358932,301703.471230582,651382.346163797,465483.549237916,682928.821992226,468549.314832205,598894.674394267,487755.122783379,484459.156896484,268990.071503213,614610.956065214,267816.062786118,395323.663069724,248092.562387023,515179.967215892,392926.187238863,378729.053951381,807311.254746921,1550864.50030531,311634.957736954,338343.675809123,512188.676117097,314432.337665967,481808.457279298,372146.846480261,675264.361994159,995230.299912034,775522.892573447,820415.766490664,419907.903037027,977486.342527077,486876.333588589,974320.20181884,390252.800288721,770095.297722285,572446.30714967,669689.021510102,333927.505873576,647738.643890431,380626.089256282,588032.131378235,345499.286390244,451059.674162046,24723.5187877918,33226.2159495901
"445","DO3614_normal",355627.411217079,702555.362572909,410102.718908881,549519.67887965,289012.920443477,648078.866330869,268428.572410721,657033.379900007,356391.888326093,620064.451031204,344890.944757297,487687.581233906,260633.006003241,611510.968471566,236418.933228399,383866.950096679,231927.81168622,506812.661783237,349946.256739545,342465.142635825,862875.000625061,1031690.60816824,256891.502697877,279394.079082434,323453.824890524,281576.889486151,361648.402320507,364619.937454638,655942.757426284,1001650.47949153,685039.893135374,726541.624567401,358636.715725789,951596.686375778,472926.255906862,966019.634839975,399380.827146113,779758.042181359,558773.454841191,694263.278306033,330428.990507198,657411.62105694,384751.545562762,590606.531495367,371934.702385998,477888.058300224,25518.6352886678,31706.7134228238
"446","DO3614_tumor",316904.34436818,614846.610978316,344550.962330177,585599.466902282,295322.242971398,576779.794797341,271009.797076311,814698.023795971,320125.504669827,567207.564393019,272925.609627822,371505.539451787,304956.656573727,415074.081411784,225339.803951214,426283.981714224,203032.59350082,458270.788388678,314984.281202052,299267.820935172,645647.723292449,1103555.58134352,271557.582408661,303925.333870532,307217.371837692,293245.523168301,328175.768474389,348478.517687977,630695.27006525,904915.215371214,654204.698003129,852028.606547279,326818.697488887,673200.167083849,333498.329121979,668929.077993832,495895.609035798,831272.665900525,546642.038105752,707426.413990291,309826.265453803,821081.30947936,375644.869527042,557030.32628635,390898.678468921,502133.819203283,23860.6209325688,24855.7553773007
"447","DO36386_normal",378397.916529744,726721.098967596,392592.529779552,527852.485041364,294697.027625944,656811.264467857,359927.148385676,674181.913799968,434913.294208578,633108.115186391,400451.891390408,491643.735292987,265951.219568476,627221.472557794,263505.67294514,397294.375130107,242204.456059169,517332.833195373,380253.097712734,371097.513684059,883500.46870899,1079727.16068582,267108.238681133,290665.787736809,405135.815748487,290242.067251988,438185.172277005,380526.114857334,672657.699320292,1015943.83504942,717642.629132581,748302.580612048,395105.534078558,986762.727046162,496203.261961744,994166.702317751,417464.793903027,811963.88611091,591133.282973408,713288.216729652,325574.056375722,656744.745271966,400065.885669787,651456.831840585,201483.605268265,264995.94016574,51840.4650258016,233014.579895777
"448","DO36386_tumor",359086.83980101,690083.465007076,381904.728681934,513024.51473958,289564.912231229,629821.414484337,356939.212254526,854911.214219853,398251.026396337,517678.863052104,357623.712367564,369151.985051554,256144.651742457,598121.542997065,211963.126815679,395552.201222357,170462.552306721,351930.126668053,340728.470408407,351898.308873993,829069.908293184,1007110.059269,329643.575482504,428001.690606161,388561.53334807,255228.633454728,396916.09957593,351209.507794023,650143.059751695,981000.252349892,691799.068634935,726594.297507904,387317.088797433,966912.43033627,502552.288801158,847359.142001244,402334.121009104,766940.764116799,633811.748184117,703952.957784506,236065.070154131,899521.378161932,374102.93514633,593399.712075041,355305.16800598,459590.949455895,34859.7025144132,90723.0473935731
"449","DO36431_normal",345474.869670708,725125.522514495,383764.567345546,546054.735503127,270055.150657369,616145.581661163,248030.355774129,604623.544655461,355506.626666367,607654.311889973,292702.00003624,496546.731624173,262317.914267665,651599.712871377,260462.603330428,404872.977108043,201470.7726314,469963.855680872,323944.899804946,327640.512689412,856235.431157864,1040864.33129488,253264.90373717,300758.277803226,293888.088929701,262316.887062275,338339.199224102,395088.884320458,675124.97591878,983758.105021837,643043.895826417,661789.469021865,355296.690147637,849219.746463987,432408.617796078,925581.004658526,404254.864768195,726608.588277415,550018.891168789,649207.860586524,323020.637175322,628416.516021403,348329.072090066,628597.818906452,199396.63179897,249409.920956908,54291.805953809,231724.439596478
"450","DO36431_tumor",377971.333528309,746219.215672493,416020.16855004,577097.369539094,307622.089463903,657015.783686414,307129.406872117,699213.51097115,404972.674616937,510705.725283167,342989.788503807,419943.302162994,334553.314396459,837820.898737273,284131.403587085,429353.546996147,212858.623454965,402572.312216592,433972.735813068,430771.079580021,887011.005447668,1188154.48594733,414673.4741641,492889.419102054,346602.300941483,191850.319549524,408397.112961245,455171.061406762,696095.95206337,1081160.25901247,671264.663258128,677975.094242921,338701.920308896,957485.449789548,555483.299229654,919030.807375816,393697.096291738,750993.533196489,697777.167621198,794649.562398344,272338.704224814,643594.14555608,415197.606679768,757035.420553326,265747.075157935,329649.92538194,29545.2863767736,105653.11090458
"451","DO36459_normal",350097.651770513,717783.246560436,362088.612709719,495046.166932672,284657.75344344,634027.559575595,388581.048603971,665333.901946889,432810.139388312,607659.918184528,403573.708063255,502557.256117105,258224.991541849,615868.400507389,260406.636013018,394584.888898586,233374.542409389,501532.726260372,372461.453728211,366159.94854344,868700.898408461,1145896.97175961,265484.632577509,285875.863775618,425508.212336684,296549.576963285,444299.967861181,368093.226977144,660694.707774307,988901.805214068,742770.017108646,778263.012669068,392171.661197996,959476.598016293,488205.183177632,977597.20772658,394312.457359366,775588.937758203,557782.925028705,669251.030013982,323031.533219754,645909.941545818,371943.210032134,618625.482279654,351910.12728781,452706.529807068,23313.4964523136,30453.5483538508
"452","DO36459_tumor",433506.501154505,569262.834948671,365147.909937231,499355.948581345,194287.09711959,550374.875542695,406526.265282107,898421.317238731,406743.059198309,458807.020078585,370132.792122094,379836.969596349,253330.621070013,609767.775534142,228126.38039773,408382.630251471,211389.951826251,396179.77609924,311186.985134821,366342.771802265,704658.066229553,1075140.80831763,402289.452177005,600474.62346721,447352.124276027,342084.96926316,393712.123340592,329985.932366172,675589.67456279,1011619.87973449,720999.634426954,754661.918778841,296747.969609831,702740.545500549,374755.466052374,733975.036806252,438026.539210409,798569.318918179,822296.000692016,741739.681657704,271168.160552015,819709.594592897,515507.881366061,637307.018998577,438509.233497402,556813.700705509,28545.4836429397,30560.5365250174
"453","DO36556_normal",393289.758609234,780520.841324189,408284.966874144,549880.421063864,298007.231766708,657427.349771557,414646.508391585,643206.430200051,520210.256092659,655049.504624045,493190.242935559,503293.924830191,292554.653036005,700145.68508847,284303.608248335,410783.694148733,278561.333996035,545838.574992558,392060.077135474,382362.332747325,897966.665751809,1208027.76363682,318878.256564046,351772.197303073,467388.233042009,285928.529014841,559278.752686336,440433.281140363,710298.469964302,1018627.75155882,749183.56318617,772001.442944083,400825.585037117,941367.690747151,498067.176408994,994348.556920353,422204.976922698,788993.423705928,602929.482145592,696732.659058259,347791.636532586,661187.043471879,403427.071802905,707026.55661399,210602.495623012,269160.750425361,56219.6299506456,302389.549244423
"454","DO36556_tumor",371146.379901526,774988.848339286,388075.617788546,532690.835525323,277014.263875243,623100.405575114,421613.524648134,573389.379059785,517256.066585229,627075.962054232,519154.606803705,488169.643959571,273334.061665341,694273.134814665,274167.674886428,383509.338788041,246010.641981479,499749.339357273,364305.151555739,356481.330269561,872869.812764856,1240506.79853476,309566.465381257,368539.184909017,476516.814807883,250990.911473364,565264.693737475,433776.573067132,743383.617951641,950536.480488602,702038.494325286,736942.902938306,399956.501241228,819641.835535506,484737.72794178,905422.785744315,397387.391964058,735628.112567779,598864.43467592,673542.901262955,326349.469512269,649802.848442068,377716.868802731,701901.04958051,248721.183074626,298459.756978024,55555.7416467371,333552.919588193
"455","DO36572_normal",365144.829930845,730505.313208793,399272.503642955,538672.90186181,284663.146162997,628387.305714229,328295.776782628,629200.259448504,402129.196961959,600048.698755589,389735.989257821,480079.999373704,269779.991108661,733004.692650216,290294.584279638,400058.883554454,243918.72778611,504437.665116592,373575.363016676,357692.280425475,853230.109787909,1130037.45222846,278050.398627526,299150.305333507,369316.484674705,274909.455552843,416523.833644926,401925.304813483,683897.039237763,975982.159418298,682097.370605111,701130.549413621,385835.883036916,910480.83068407,488542.207866635,961604.054408566,388042.418611167,740649.232497198,599627.825419326,673510.267979977,323919.302329507,626673.818591226,382259.062366402,601777.268379839,366112.011623711,465242.599827063,23557.6411627546,36425.6295867597
"456","DO36572_tumor",383012.101276878,713026.473371416,409163.662348363,559397.60947816,291026.232624108,635900.301689067,306064.445414792,601531.616544112,408951.27133658,623337.024196293,371405.22889748,409430.456642146,301497.58653735,796884.19862431,319664.398101346,434984.209616988,229255.63106876,421703.498945253,424276.685282646,403963.050017444,872840.875293691,1220383.02243687,304604.560198179,344607.365527223,356891.383349986,282787.115114343,413821.854269648,457033.860341313,712941.701923553,982162.687871535,642675.103497219,643161.616194317,358804.778522648,811589.842172723,505965.706677484,983658.982162012,388485.552121844,691969.207564851,633141.774941629,691192.125139372,328874.570870381,605593.220606996,390117.227274423,663146.244888947,392481.183162821,484996.278150806,24961.4227012318,38199.6343695883
"457","DO36619_normal",396783.985777379,748447.407064154,400735.958198204,526186.459723342,325600.534812051,683411.303562843,390048.843920284,660482.508158812,515218.129024463,650751.824870494,449612.556726931,492883.337043823,274358.569918835,742171.488759385,272454.348585265,368926.323598239,264150.312356827,537162.137701934,392691.96935511,389199.15275968,897467.637810859,1195463.68573029,288152.884398478,293086.133761485,450494.50993913,280080.452428837,507549.385615577,399437.748709952,704286.289596349,1017265.61138873,729922.454891712,757262.23325677,382526.392868471,974739.59901453,542053.764495972,1053828.74916751,407375.918591844,799332.328682225,610938.228044033,697459.201875339,338620.731555467,662198.928172806,412674.918510191,631484.525446981,389201.658656151,496843.588535854,23140.5567642288,38538.4538202802
